,index,URN,NOS Title,correct_exact_matches
15655,semae3026.pdf,SEMAE3026,Producing aircraft composite assemblies,Aviation; Civil aviation authority; Management; Moulding; Assembly line; Panel; Iso; Adhesive bonding; Military aviation; Mod; Anchor; Welding; Instruction; Trial; Consumables; Composite; Tolerance; Aviation safety; Storage; Risk assessment; Fault; Thread insert
15656,semae3027.pdf,SEMAE3027,Vacuum forming aircraft components,Aviation; Civil aviation authority; Management; Moulding; Maximum; Composition; Iso; Military aviation; Vacuum form; Mod; Instruction; Vacuum forming; Consumables; Composite; Calibration; Inspection; Positive pressure; Foreign object damage; Aviation safety; Storage; Risk assessment; Machining; Fault; Cleaning; Deep drawing; Throughput
15657,semae3028.pdf,SEMAE3028,Producing aircraft components by plastic injection moulding,Aviation; Civil aviation authority; Management; Moulding; Housekeeping; Visual inspection; Weld; Parameter; Iso; Military aviation; Mod; Instruction; Machine setting; Consumables; Composite; Inspection; Injection; Nylon; Foreign object damage; Aviation safety; Collection; Risk assessment; Fault; Injection moulding; Mould
15658,semae3030.pdf,SEMAE3030,Assembling aircraft transparencies,Aviation; Civil aviation authority; Management; Adhesive; Drilling; Iso; Adhesive bonding; Military aviation; Mod; Instruction; Installation; Calibration; Foreign object damage; Aviation safety; Compliance; Risk assessment; Fault; Gasket; Transport; Sealant
15659,semae3041.pdf,SEMAE3041,Installing aircraft hydraulic systems,Aviation; Civil aviation authority; Management; Adhesive; Spring; Braking; Iso; Military aviation; Mod; Instruction; Tank; Brake; Deck; Installation; Calibration; Switch; Lock; Foreign object damage; Aviation safety; Compliance; Electrolysis; Risk assessment; Electrical control; Sealant
15660,semae3042.pdf,SEMAE3042,Installing aircraft pneumatic systems,Aviation; Civil aviation authority; Management; Adhesive; Spring; Braking; Iso; Military aviation; Mod; Instruction; Tank; Deck; Installation; Calibration; Switch; Engine; Lock; Foreign object damage; Aviation safety; Compliance; Electrolysis; Risk assessment; Electrical control; Sealant
15661,semae3043.pdf,SEMAE3043,Installing aircraft de-icing systems,Aviation; Civil aviation authority; Management; Adhesive; Spring; Coupling; Iso; Military aviation; Electrical connector; Mod; Instruction; Tank; Installation; Calibration; Switch; Foreign object damage; Aviation safety; Electrolysis; Risk assessment; Electrical control; Sealant
15662,semae3044.pdf,SEMAE3044,Installing aircraft fuel systems,Aviation; Civil aviation authority; Management; Adhesive; Manifold; Iso; Pressure test; Military aviation; Mod; Instruction; Tank; Flammable fluid; Installation; Fuel systems; Calibration; Lock; Fuel pump; Foreign object damage; Aviation safety; Compliance; Electrolysis; Risk assessment; Sealant
15663,semae3045.pdf,SEMAE3045,Installing aircraft environmental systems,Aviation; Civil aviation authority; Management; Adhesive; Coupling; Iso; Military aviation; Mod; Instruction; Installation; Calibration; Cosmetic; Foreign object damage; Aviation safety; Storage; Compliance; Electrolysis; Risk assessment; Cooling systems; Sealant
15664,semae3046.pdf,SEMAE3046,Installing flying control surfaces and systems,Aviation; Civil aviation authority; Management; Adhesive; Throttle; Iso; Pulley; Military aviation; Mod; Instruction; Air brake; Brake; Auto; Installation; Calibration; Cable; Lock; Foreign object damage; Electrical connection; Aviation safety; Drive shaft; Compliance; Electrolysis; Risk assessment; Pedal; Sealant
15665,semae3047.pdf,SEMAE3047,Installing aircraft armament systems,Aviation; Civil aviation authority; Management; Adhesive; Spring; Socket; History; Iso; Military aviation; Mod; Instruction; Laser; Installation; Calibration; Switch; Foreign object damage; Electrical connection; Aviation safety; Compliance; Electrolysis; Risk assessment; Electrical control; Sealant
15666,semae3048.pdf,SEMAE3048,Installing aircraft assisted escape mechanisms,Aviation; Civil aviation authority; Management; Adhesive; Spring; Socket; History; Iso; Military aviation; Mod; Instruction; Installation; Calibration; Switch; Foreign object damage; Electrical connection; Aviation safety; Compliance; Explosive; Electrolysis; Risk assessment; Fault; Electrical control; Sealant
15667,semae3049.pdf,SEMAE3049,Installing aircraft main engines,Aviation; Civil aviation authority; Management; Adhesive; Piston; Iso; Military aviation; Mod; Instruction; Electrostatic discharge; Levelling; Installation; Calibration; Jet; Engine; Nozzle; Foreign object damage; Electrical connection; Aviation safety; Compliance; Electrolysis; Risk assessment; Turbine; Sealant
15668,semae3050.pdf,SEMAE3050,Installing aircraft auxiliary engines,Aviation; Civil aviation authority; Management; Adhesive; Iso; Military aviation; Mod; Instruction; Electrostatic discharge; Levelling; Installation; Calibration; Engine; Nozzle; Foreign object damage; Electrical connection; Aviation safety; Compliance; Electrolysis; Risk assessment; Fault; Turbine; Sealant
15669,semae3051.pdf,SEMAE3051,Installing aircraft power transmission systems,Aviation; Civil aviation authority; Management; Adhesive; Coupling; Iso; Military aviation; Mod; Instruction; Accelerometer; Transmission systems; Installation; Calibration; Engine; Foreign object damage; Aviation safety; Drive shaft; Compliance; Electrolysis; Risk assessment; Sealant
15670,semae3052.pdf,SEMAE3052,Testing installed aircraft engines,Aviation; Civil aviation authority; Management; Throttle; Logbook; Maximum; History; Iso; Military aviation; Mod; Instruction; Brake; Anchoring; Calibration; Warning sign; Engine; Lock; Aviation safety; Compliance; Risk assessment; Fault; Schedule
15671,semae3053.pdf,SEMAE3053,Testing aircraft power transmission systems,Aviation; Civil aviation authority; Management; Coupling; Logbook; History; Iso; Military aviation; Mod; Instruction; Accelerometer; Transmission systems; Laser; Calibration; Injection; Engine; Shaft alignment; Aviation safety; Drive shaft; Compliance; Risk assessment; Fault; Test equipment; Schedule
15672,semae3055.pdf,SEMAE3055,Testing aircraft pneumatic systems,Aviation; Civil aviation authority; Management; Logbook; Power supply; Braking; History; Iso; Pressure test; Military aviation; Mod; Instruction; Deck; Calibration; Engine; Lock; Circuit diagram; Aviation safety; Ingres; Compliance; Risk assessment; Fault; Cleaning; Test equipment
15673,semae3056.pdf,SEMAE3056,Testing aircraft environmental systems,Aviation; Civil aviation authority; Management; Logbook; History; Iso; Pressure test; Military aviation; Mod; Instruction; Calibration; Injection; Airflow; Aviation safety; Compliance; Risk assessment; Fault; Flow test; Test equipment; Cooling systems; Schedule
15674,semae3058.pdf,SEMAE3058,Testing aircraft fuel systems,Aviation; Civil aviation authority; Management; Manifold; Logbook; History; Iso; Pressure test; Military aviation; Mod; Instruction; Tank; Fuel systems; Calibration; Injection; Fuel pump; Aviation safety; Ingres; Compliance; Risk assessment; Fault; Flow test; Test equipment; Schedule
15675,semae3059.pdf,SEMAE3059,Testing aircraft flying control surfaces and systems,Aviation; Civil aviation authority; Management; Throttle; Logbook; History; Iso; Pulley; Military aviation; Mod; Instruction; Air brake; Auto; Calibration; Inspection; Injection; Cable; Lock; Aviation safety; Compliance; Risk assessment; Fault; Test equipment; Pedal; Schedule
15676,semae3062.pdf,SEMAE3062,Installing aircraft cableforms/looms,Aviation; Civil aviation authority; Management; Adhesive; Soldering; Panel; Socket; Iso; Military aviation; Electrical connector; Mod; Instruction; Electrostatic discharge; Deck; Lighting; Installation; Calibration; Switch; Headset; Cable; Battery; Foreign object damage; Electrical connection; Aviation safety; Compliance; Electrolysis; Risk assessment; Voltage; Fibre optic; Circuit breaker; Transformer; Sealant; Control panel
15677,semae3063.pdf,SEMAE3063,Installing aircraft instrument panels and meters,Aviation; Civil aviation authority; Management; Adhesive; Panel; Socket; Central; Iso; Military aviation; Mod; Instruction; Electrostatic discharge; Levelling; Installation; Calibration; Engine; Foreign object damage; Electrical connection; Aviation safety; Compliance; Electrolysis; Risk assessment; Oil pressure; Voltage; Transformer; Sealant
15678,semae3064.pdf,SEMAE3064,Installing aircraft visual display units and computer systems,Aviation; Civil aviation authority; Management; Adhesive; Panel; Socket; Iso; Military aviation; Mod; Instruction; Electrostatic discharge; Instrumentation; Levelling; Installation; Calibration; Foreign object damage; Electrical connection; Aviation safety; Compliance; Electrolysis; Risk assessment; Voltage; Transformer; Sealant; Control panel
15679,semae3065.pdf,SEMAE3065,Installing aircraft engine control units,Aviation; Civil aviation authority; Management; Adhesive; Socket; Iso; Military aviation; Mod; Electronic control unit; Instruction; Electrostatic discharge; Levelling; Composite; Installation; Calibration; Switch; Engine; Foreign object damage; Electrical connection; Aviation safety; Compliance; Electrolysis; Risk assessment; Voltage; Transformer; Sealant
15680,semae3066.pdf,SEMAE3066,Installing aircraft power supplies,Aviation; Civil aviation authority; Management; Adhesive; Power supply; Socket; Iso; Military aviation; Mod; Instruction; Electrostatic discharge; Levelling; Installation; Calibration; Battery; Rectifier; Foreign object damage; Electrical connection; Aviation safety; Inverter; Compliance; Electrolysis; Risk assessment; Voltage; Transformer; Alternator; Sealant
15681,semae3067.pdf,SEMAE3067,Installing aircraft communication systems,Aviation; Civil aviation authority; Vhf radio; Management; Adhesive; Internal communications; Socket; Iso; Military aviation; Mod; Instruction; Electrostatic discharge; Levelling; Intercom; Installation; Calibration; Switch; Camera; Foreign object damage; Electrical connection; Aviation safety; Compliance; Electrolysis; Risk assessment; Voltage; Circuit breaker; Transformer; Digital data; Sealant
15682,semae3068.pdf,SEMAE3068,Installing aircraft flight guidance and control systems,Aviation; Civil aviation authority; Management; Adhesive; Socket; Iso; Military aviation; Mod; Instruction; Electrostatic discharge; Levelling; Installation; Calibration; Foreign object damage; Electrical connection; Aviation safety; Compliance; Electrolysis; Risk assessment; Voltage; Transformer; Sealant
15683,semae3069.pdf,SEMAE3069,Installing aircraft navigational systems,Aviation; Civil aviation authority; Management; Adhesive; Socket; Central; Iso; Military aviation; Mod; Instruction; Electrostatic discharge; Transmission systems; Levelling; Auto; Installation; Calibration; Altitude; Foreign object damage; Electrical connection; Aviation safety; Compliance; Long range navigation loran; Electrolysis; Risk assessment; Voltage; Transformer; Sealant
15684,semae3070.pdf,SEMAE3070,Installing aircraft radar systems,Aviation; Civil aviation authority; Management; Adhesive; Scanner; Power supply; Socket; Iso; Military aviation; Mod; Instruction; Electrostatic discharge; Levelling; Installation; Calibration; Foreign object damage; Electrical connection; Aviation safety; Compliance; Electrolysis; Risk assessment; Voltage; Surveillance radar; Transformer; Sealant
15685,semae3071.pdf,SEMAE3071,Installing aircraft countermeasure systems,Aviation; Civil aviation authority; Management; Adhesive; Power supply; Socket; Iso; Military aviation; Mod; Instruction; Electrostatic discharge; Surveillance method; Levelling; Installation; Calibration; Foreign object damage; Electrical connection; Aviation safety; Compliance; Electrolysis; Risk assessment; Voltage; Winch; Transformer; Sealant
15686,semae3072.pdf,SEMAE3072,Installing aircraft electro-optical and infrared systems,Aviation; Civil aviation authority; Management; Adhesive; Fixed platform; Power supply; Socket; Iso; Military aviation; Mod; Still camera; Instruction; Electrostatic discharge; Levelling; Laser; Installation; Calibration; Camera; Foreign object damage; Electrical connection; Aviation safety; Compliance; Electrolysis; Risk assessment; Voltage; Transformer; Sealant
15687,semae3073.pdf,SEMAE3073,Installing aircraft instrumentation systems,Aviation; Civil aviation authority; Management; Adhesive; Socket; Parameter; Data acquisition; Iso; Military aviation; Mod; Instruction; Electrostatic discharge; Accelerometer; Trial; Instrumentation; Levelling; Installation; Calibration; Camera; Foreign object damage; Strain gauge; Electrical connection; Aviation safety; Compliance; Electrolysis; Risk assessment; Voltage; Transformer; Solder; Sealant
15688,semae3085.pdf,SEMAE3085,Testing aircraft instrumentation systems,Aviation; Civil aviation authority; Management; Logbook; Parameter; History; Data acquisition; Iso; Military aviation; Mod; Instruction; Electrostatic discharge; Accelerometer; Trial; Instrumentation; Calibration; Injection; Camera; Strain gauge; Aviation safety; Compliance; Risk assessment; Fault; Voltage; Test equipment; Thermocouple; Transformer; Inclinometer
15689,semae3086.pdf,SEMAE3086,Producing aircraft wiring layouts and routeings,Aviation; Civil aviation authority; Management; Plotter; Iso; Military aviation; Mod; Instruction; Document management; Calibration; Aviation safety; Sketch; Wiring; Compliance; Risk assessment; Fault
15690,semae3087.pdf,SEMAE3087,"Producing aircraft electrical sub-assemblies, cableforms and looms",Aviation; Civil aviation authority; Management; Soldering; Panel; Socket; Iso; Military aviation; Mod; Instruction; Electrostatic discharge; Lighting; Composite; Calibration; Switch; Headset; Cable; Aviation safety; Wiring; Compliance; Risk assessment; Fault; Voltage; Fibre optic; Circuit breaker; Transformer; Busbar; Solder
15691,semae3091.pdf,SEMAE3091,"Applying transfers, decals and livery to aircraft",Aviation; Civil aviation authority; Management; Adhesive; Stencil; Iso; Template; Military aviation; Mod; Instruction; Lacquer; Consumables; Calibration; Tolerance; Gloss; Foreign object damage; Aviation safety; Storage; Solvent; Bare metal; Compliance; Risk assessment; Cleaning; Painting; Soap
15692,semae3092.pdf,SEMAE3092,Stripping and removing aircraft finishes,Aviation; Civil aviation authority; Management; Iso; Military aviation; Mod; Instruction; Consumables; Composite; Calibration; Primer; Foreign object damage; Aviation safety; Storage; Solvent; Bare metal; Compliance; Risk assessment; Cleaning; Remove paint; Paint stripper
15693,semae3093.pdf,SEMAE3093,Applying finishes to aircraft composite mouldings,Aviation; Civil aviation authority; Management; Moulding; Adhesive; Iso; Military aviation; Mod; Instruction; Etching; Consumables; Composite; Polish; Primer; Gloss; Aviation safety; Storage; Coat; Solvent; Compliance; Risk assessment; Fault; Phenolic; Cleaning; Mould
15694,semae3094.pdf,SEMAE3094,Carrying out maintenance of aircrew protective helmets and electrical headsets,Aviation; Hook; Civil aviation authority; Management; Iso; Military aviation; Mod; Instruction; Calibration; Switch; Headset; Cable; Hardening; Aviation safety; Compliance; Risk assessment; Fault; Cleaning; Repair; Schedule
15695,semae3095.pdf,SEMAE3095,Carrying out maintenance of aircrew protective clothing,Aviation; Civil aviation authority; Management; Panel; Iso; Military aviation; Mod; Instruction; Urination; Calibration; Nylon; Aviation safety; Compliance; Risk assessment; Fault; Cleaning; Test equipment; Repair; Schedule; Salt
15696,semae3096.pdf,SEMAE3096,"Carrying out maintenance of aircrew nuclear, biological and chemical (nbc) respirators and equipment",Aviation; Civil aviation authority; Management; Manifold; Adapter; Equipment maintenance; Socket; Iso; Military aviation; Mod; Instruction; Filtration; Calibration; Switch; Battery; Aviation safety; Compliance; Risk assessment; Fault; Equipment cleaning; Cleaning; Electrical wiring; Repair; Schedule
15697,semae3097.pdf,SEMAE3097,Carrying out maintenance of aircrew life preserver equipment,Aviation; Civil aviation authority; Management; Iso; Military aviation; Mod; Instruction; Screw thread; Calibration; First aid; Battery; Aviation safety; Ingres; Compliance; Risk assessment; Fault; Equipment cleaning; Cleaning; Repair; Schedule
15698,semae3098.pdf,SEMAE3098,Carrying out maintenance of aircrew inertia reels and restraint harnesses,Aviation; Civil aviation authority; Management; Spring; Iso; Military aviation; Mod; Anchor; Instruction; Brake; Calibration; Inertia; Cable; Aviation safety; Drive shaft; Compliance; Risk assessment; Fault; Equipment cleaning; Cleaning; Repair; Schedule
15699,semae3099.pdf,SEMAE3099,Carrying out maintenance of aircraft multi-seat life rafts and emergency packs,Aviation; Hook; Civil aviation authority; Management; Reverse osmosis; Tablet; Iso; Military aviation; Mod; Anchor; Instruction; Floor; Consumables; Calibration; Cable; First aid; Battery; Aviation safety; Compliance; Risk assessment; Fault; Equipment cleaning; Cleaning; Repair; Deflation; Schedule
15700,semae3100.pdf,SEMAE3100,Carrying out maintenance of aircrew oxygen masks,Aviation; Civil aviation authority; Management; Iso; Military aviation; Mod; Instruction; Calibration; Switch; Aviation safety; Compliance; Risk assessment; Fault; Equipment cleaning; Cleaning; Repair; Schedule
15701,semae3101.pdf,SEMAE3101,Carrying out maintenance of aircrew personal survival packs (psp),Aviation; Civil aviation authority; Management; Tablet; Iso; Military aviation; Mod; Instruction; Floor; Consumables; Calibration; Cable; First aid; Battery; Aviation safety; Compliance; Risk assessment; Fault; Equipment cleaning; Cleaning; Cushion; Repair; Deflation; Schedule
15702,semae3102.pdf,SEMAE3102,Carrying out maintenance of aircrew quick-release fasteners (qrf),Aviation; Civil aviation authority; Management; Adapter; Spring; Iso; Military aviation; Mod; Instruction; Calibration; Lock; Aviation safety; Compliance; Risk assessment; Fault; Equipment cleaning; Cleaning; Repair; Schedule
15703,semae3103.pdf,SEMAE3103,Carrying out maintenance of ejection seat headbox parachute assemblies,Aviation; Civil aviation authority; Management; Panel; Coupling; Iso; Military aviation; Mod; Instruction; Calibration; Lock; Aviation safety; Compliance; Risk assessment; Fault; Equipment cleaning; Cleaning; Shackle; Repair; Schedule
15704,semae3109.pdf,SEMAE3109,Modifying aircraft armament systems and components,Aviation; Civil aviation authority; Management; Panel; Iso; Military aviation; Mod; Welding; Instruction; Electrostatic discharge; Calibration; Tolerance; Drive mechanism; Aviation safety; Risk assessment; Machining; Voltage; Repair; Transformer; Fluid power
15705,semae3111.pdf,SEMAE3111,Overhauling aircraft gun systems,Aviation; Civil aviation authority; Management; Piston; Spring; History; Iso; Military aviation; Electrical connector; Mod; Instruction; Electrostatic discharge; Ammunition; Consumables; Calibration; Switch; Lock; Aviation safety; Storage; Micrometer; Risk assessment; Fault; Voltage; Gasket; Repair; Transformer; Interpret drawing; Schedule
15706,semae3112.pdf,SEMAE3112,Overhauling aircraft assisted escape systems (aaes),Aviation; Civil aviation authority; Management; Piston; Spring; Power supply; History; Iso; Military aviation; Electrical connector; Mod; Instruction; Electrostatic discharge; Consumables; Calibration; Switch; Cable; Battery; Lock; Aviation safety; Micrometer; Risk assessment; Fault; Voltage; Gasket; Repair; Transformer; Interpret drawing; Schedule
15707,semae3113.pdf,SEMAE3113,Overhauling aircraft armament release systems,Aviation; Civil aviation authority; Management; Piston; Spring; History; Iso; Military aviation; Electrical connector; Mod; Instruction; Electrostatic discharge; Consumables; Cam follower; Calibration; Switch; Lock; Aviation safety; Micrometer; Risk assessment; Fault; Voltage; Gasket; Repair; Transformer; Interpret drawing; Schedule
15708,semae3117.pdf,SEMAE3117,Installing aircraft armament system components,Aviation; Civil aviation authority; Management; Adhesive; Permit; Spring; Socket; Iso; Military aviation; Mod; Instruction; Electrostatic discharge; Laser; Ammunition; Installation; Calibration; Switch; Fuse; Lock; Foreign object damage; Electrical connection; Aviation safety; Risk assessment; Voltage; Electrical control; Transformer; Sealant
15709,semae3118.pdf,SEMAE3118,Installing aircraft assisted escape systems (aaes),Adhesive; Permit; Iso; Instruction; Electrostatic discharge; Installation; Calibration; Lock; Foreign object damage; Electrical connection; Explosive; Risk assessment; Voltage; Electrical control; Transformer; Sealant
15710,semae3119.pdf,SEMAE3119,Installing aircraft armament expendable stores,Aviation; Civil aviation authority; Management; Iso; Military aviation; Mod; Instruction; Electrostatic discharge; Ammunition; Installation; Calibration; Cosmetic; Cable; Lock; Foreign object damage; Electrical connection; Aviation safety; Risk assessment; Voltage; Transformer; Interpret drawing
15711,semae3120.pdf,SEMAE3120,Carrying out fault diagnosis on aircraft avionics components or systems,Management; Permit; Book; History; Soak test; Instruction; Electrostatic discharge; Lighting; Avionics; Calibration; Injection; Lock; Circuit diagram; Risk assessment; Electronic countermeasure; Fault; Voltage; Test equipment; Power generation; Transformer; Interpret drawing; Fluid power
15712,semae3121.pdf,SEMAE3121,Undertaking scheduled maintenance of aircraft avionics equipment/systems,Aviation; Civil aviation authority; Management; Airworthiness; Permit; Visual inspection; Panel; Socket; Parameter; History; Iso; Military aviation; Mod; Trunking; Cleanliness; Instruction; Electrostatic discharge; Insulation; Lighting; Avionics; Consumables; Calibration; Switch; Cable; Battery; Lock; Aviation safety; Wiring; Input output; Risk assessment; Electronic countermeasure; Voltage; Cleaning; Power generation; Repair; Transformer; Interpret drawing; Schedule
15713,semae3133.pdf,SEMAE3133,Carrying out tests on avionic indication and gauging components of aircraft systems,Aviation; Civil aviation authority; Ventilation equipment; Management; Permit; Panel; Logbook; Power supply; History; Iso; Military aviation; Mod; Soak test; Instruction; Electrostatic discharge; Brake; Layer; Transmission systems; Insulation; Fuel systems; Calibration; Engine; Propeller; Aviation safety; Compliance; Risk assessment; Voltage; Test equipment; Power generation; Windshield; Transformer; Schedule; Turbine; Fluid power; Power plant
15714,semae3141.pdf,SEMAE3141,"Carrying out fault diagnosis on aircraft airframe, mechanical components and systems",Permit; Book; History; Freight; Instruction; Electrostatic discharge; Furnishing; Calibration; Injection; Engine; Lock; Propeller; Circuit diagram; Risk assessment; Fault; Voltage; Test equipment; Mechanical systems; Transformer; Interpret drawing; Fluid power; Power plant
15715,semae3142.pdf,SEMAE3142,Undertaking scheduled maintenance of aircraft airframe and mechanical equipment,Aviation; Civil aviation authority; Management; Airworthiness; Permit; Visual inspection; Book; Parameter; History; Iso; Pulley; Freight; Military aviation; Mod; Cleanliness; Instruction; Electrostatic discharge; Furnishing; Consumables; Calibration; Inspection; Engine; Cable; Lock; Propeller; Aviation safety; Risk assessment; Voltage; Cleaning; Gasket; Repair; Transformer; Interpret drawing; Schedule; Fluid power; Power plant
15716,semae3143.pdf,SEMAE3143,Removing and replacing aircraft power plant and components,Aviation; Civil aviation authority; Management; Adhesive; Permit; Proof; Piston; Heat exchanger; Supercharger; Book; History; Iso; Military aviation; Electrical connector; Mod; Instruction; Electrostatic discharge; Aviation fuel; Thruster; Calibration; Jet; Engine; Cable; Lock; Propeller; Electrical connection; Aviation safety; Torque converter; Micrometer; Compliance; Risk assessment; Voltage; Gasket; Repair; Transformer; Turbine; Sealant; Power plant
15717,semae3144.pdf,SEMAE3144,Removing and replacing components of aircraft control systems,Aviation; Civil aviation authority; Management; Permit; Proof; Throttle; Book; History; Iso; Pulley; Military aviation; Electrical connector; Mod; Instruction; Electrostatic discharge; Air brake; Brake; Auto; Calibration; Engine; Cable; Lock; Nozzle; Propeller; Electrical connection; Aviation safety; Micrometer; Compliance; Risk assessment; Voltage; Gasket; Pedal; Repair; Transformer
15718,semae3145.pdf,SEMAE3145,Removing and replacing components of aircraft fuel and lubrication systems,Aviation; Civil aviation authority; Management; Propulsion; Permit; Proof; Manifold; Book; History; Iso; Military aviation; Electrical connector; Mod; Instruction; Electrostatic discharge; Tank; Injector; Transmission systems; Oil filter; Flammable fluid; Calibration; Switch; Engine; Lock; Foreign object damage; Electrical connection; Aviation safety; Storage; Compliance; Risk assessment; Voltage; Electrical control; Gasket; Repair; Transformer; Power plant
15719,semae3146.pdf,SEMAE3146,Removing and replacing components of aircraft hydraulic systems,Aviation; Civil aviation authority; Management; Permit; Proof; Piston; Book; Braking; History; Iso; Military aviation; Electrical connector; Mod; Instruction; Electrostatic discharge; Tank; Brake; Hoist; Calibration; Fuse; Lock; Foreign object damage; Electrical connection; Aviation safety; Hydraulic fluid; Compliance; Risk assessment; Damping; Voltage; Electrical control; Gasket; Repair; Transformer; Turbine; Fluid power
15720,semae3147.pdf,SEMAE3147,Removing and replacing components of aircraft pneumatic and vacuum systems,Aviation; Civil aviation authority; Management; Vacuum pump; Permit; Proof; Piston; Air filter; Book; Braking; History; Iso; Military aviation; Electrical connector; Mod; Instruction; Electrostatic discharge; Tank; Deck; Calibration; Engine; Lock; Foreign object damage; Electrical connection; Aviation safety; Compliance; Risk assessment; Damping; Electrical control; Gasket; Repair; Fluid power
15721,semae3148.pdf,SEMAE3148,Removing and replacing components of aircraft environmental systems,Aviation; Civil aviation authority; Management; Hydrocarbon; Permit; Proof; Heat exchanger; Book; Coupling; History; Iso; Military aviation; Electrical connector; Mod; Heating systems; Instruction; Electrostatic discharge; Tank; Calibration; Switch; Lock; Foreign object damage; Electrical connection; Aviation safety; Compliance; Risk assessment; Electrical control; Gasket; Cooling systems; Repair; Sealant
15722,semae3149.pdf,SEMAE3149,Removing and replacing components of aircraft power transmission systems,Aviation; Civil aviation authority; Management; Adhesive; Permit; Proof; Spring; Book; Coupling; History; Iso; Military aviation; Electrical connector; Mod; Instruction; Electrostatic discharge; Accelerometer; Brake; Transmission systems; Calibration; Switch; Cable; Lock; Electrical connection; Aviation safety; Drive shaft; Micrometer; Compliance; Risk assessment; Voltage; Electrical control; Gasket; Repair; Transformer; Sealant; Power plant
15723,semae3150.pdf,SEMAE3150,"Removing and replacing components of aircraft cabin systems, equipment and furnishings",Aviation; Civil aviation authority; Management; Permit; Panel; Book; Power supply; History; Iso; Freight; Military aviation; Electrical connector; Mod; Instruction; Food preparation; Floor; Electrostatic discharge; Furnishing; Calibration; Cable; First aid; Lock; Foreign object damage; Electrical connection; Aviation safety; Storage; Compliance; Risk assessment; Storage systems; Voltage; Flooring; Gasket; Repair; Transformer
15724,semae3151.pdf,SEMAE3151,Removing and replacing major assemblies of aircraft airframes,Aviation; Civil aviation authority; Management; Permit; Proof; Piston; Book; History; Iso; Military aviation; Electrical connector; Mod; Instruction; Electrostatic discharge; Air brake; Brake; Transmission systems; Calibration; Cable; Lock; Propeller; Electrical connection; Aviation safety; Compliance; Risk assessment; Voltage; Gasket; Repair; Transformer; Fluid power
15725,semae3152.pdf,SEMAE3152,Modifying aircraft propulsion equipment and systems,Aviation; Civil aviation authority; Management; Propulsion; Adhesive; Heat exchanger; Iso; Military aviation; Electrical connector; Mod; Welding; Instruction; Electrostatic discharge; Bulletin; Installation; Calibration; Engine; Tolerance; Aviation safety; Compliance; Risk assessment; Voltage; Repair; Thermocouple; Transformer; Transport; Turbine; Sealant
15726,semae3153.pdf,SEMAE3153,Carrying out tests on aircraft engines and systems,Aviation; Civil aviation authority; Management; Permit; Piston; Book; Iso; Military aviation; Mod; Instruction; Brake; Anchoring; Installation; Warning sign; Jet; Engine; Lock; Aviation safety; Compliance; Risk assessment; Fault; Test equipment; Schedule; Turbine; Power plant
15727,semae3154.pdf,SEMAE3154,Carrying out tests on aircraft control systems,Aviation; Civil aviation authority; Management; Permit; Book; Logbook; History; Iso; Military aviation; Mod; Instruction; Air brake; Brake; Interlock; Calibration; Cable; Lock; Propeller; Aviation safety; Compliance; Risk assessment; Fault; Test equipment; Schedule
15728,semae3161.pdf,SEMAE3161,Carrying out test bed runs on aircraft engines (uninstalled),Aviation; Civil aviation authority; Management; Airworthiness; Piston; Throttle; Maximum; History; Iso; Military aviation; Mod; Survey; Instrumentation; Motor control; Oil filter; Dispatch; Calibration; Jet; Engine; Lock; Aviation safety; Compliance; Risk assessment; Fault; Schedule; Turbine; Power plant
15729,semae3168.pdf,SEMAE3168,"Overhauling components of aircraft rotor heads, blades and power transmission equipment",Aviation; Civil aviation authority; Management; Permit; Proof; Visual inspection; Spring; Book; Coupling; History; Iso; Military aviation; Mod; Instruction; Accelerometer; Brake; Transmission systems; Interlock; Consumables; Calibration; Switch; Inspection; Shaft alignment; Lock; Aviation safety; Drive shaft; Torque converter; Micrometer; Compliance; Risk assessment; Fault; Electrical control; Equipment cleaning; Gasket; Schedule
15730,semae3171.pdf,SEMAE3171,Overhauling components of aircraft oxygen equipment,Aviation; Civil aviation authority; Management; Hydrocarbon; Permit; Proof; Piston; Spring; Book; Coupling; History; Iso; Pressure test; Military aviation; Mod; Instruction; Consumables; Calibration; Inspection; Lock; Aviation safety; Storage; Micrometer; Compliance; Risk assessment; Fault; Electrical control; Cleaning; Flow test; Gasket; Schedule; Liquid oxygen; Fluid power
15731,semae3186.pdf,SEMAE3186,Producing aeronautical engineering drawings/models using 3d computer aided techniques,Aviation; Civil aviation authority; Management; Library; Plotter; Tablet; Housekeeping; Panel; Scanner; Parameter; Iso; Pulley; Template; Military aviation; Mod; Trunking; Coordinate; Instruction; Printer; Floor; Tank; Trial; Forging; Layer; Cost; Projection; Lighting; Avionics; Calculation; Installation; Ergonomics; Roof; Engine; Tolerance; Cable; Lock; Aviation safety; Storage; Sketch; Compliance; Geometry; Machining; Fault; Cleaning; Peripheral device; Error message; Elevation; Sprocket; Fluid power
